sonic,rmse_0-6h_tke,bias_0-6h_tke,rmse_6-12h_tke,bias_6-12h_tke,rmse_12-18h_tke,bias_12-18h_tke,rmse_18-24h_tke,bias_18-24h_tke
v06.20m,0.28288912279074174,0.09931211062288454,0.12541999080256605,0.060449712663136354,0.4917661634131437,0.0027962391350904647,0.4462687989397323,0.014177964398264322
v07.2m,0.2756283776304584,0.19544930434912755,0.21297627048041512,0.13578061269735384,0.6583840191894278,0.4599113397395529,0.3357583772362601,0.2475260477198186
v07.4m,0.2593199520108191,0.1741782938210858,0.19935180289549492,0.11421368686364669,0.700748578908099,0.3998522453406343,0.34160278498719476,0.18801553534946083
v07.6m,0.24941242747305115,0.15830251210159021,0.19633339144371995,0.09601443454886732,0.7702375395903664,0.3926983742908168,0.35715198533303916,0.16536864682794242
v07.8m,0.2406285254431026,0.14695944210142411,0.1918399701869012,0.07988960356806547,0.7394940988458217,0.3980761314122153,0.3641417815485856,0.17566979508242575
v07.10m,0.2363379668147136,0.1409552045759796,0.19176781169743076,0.07055738341483851,0.7288054621670439,0.2985385181464122,0.35560185822366336,0.10884695414409032
v07.12m,0.22805631857367456,0.13206068099850066,0.190723979457444,0.05577071425420105,0.7109903827571395,0.21449316934763699,0.3645808361876312,0.05994383318746155
v07.20m,0.2179975910992388,0.12236286732280242,0.1850770804157191,0.044614154678036935,0.6420345399468139,0.05028896487524001,0.3908784864984431,0.03228999503570811
EXTREME_SW,,,,,,,,
EXTREME_NE,,,,,,,,
