sonic,rmse_0-6h_dir,bias_0-6h_dir,rmse_6-12h_dir,bias_6-12h_dir,rmse_12-18h_dir,bias_12-18h_dir,rmse_18-24h_dir,bias_18-24h_dir
v05.20m,117.674069761332,62.269214080641,65.38642886846242,32.52818510030111,78.05520983708743,10.466757302441065,95.59089218107297,15.328749149423176
v06.2m,83.87685308784867,20.02976002589332,52.39422063444427,-32.687840712822805,87.26062030684837,-16.655261037344737,88.4113278178271,2.3387442682160278
v06.10m,107.88198901772418,61.59971519097222,42.286390616007175,27.695213065592444,94.69413207502322,15.44976595247057,92.0230223026408,24.092166968917844
v06.20m,108.41848629347685,69.26156271837021,39.340327214039256,22.929052661132808,88.34450004088407,-3.074021222591397,93.09294205662077,29.38141618809435
v07.2m,108.25278663191743,48.52167112269932,53.33091616590106,27.694562744606866,72.59465612802757,22.53639274605645,92.17458227415074,47.79845702870687
v07.4m,107.8504677821765,61.806760155359896,50.15933404219213,15.727868887583414,68.93218049224552,18.114616017023717,89.78931057665439,48.102000617980956
v07.6m,114.98468960079822,54.3573572760688,47.12977495766523,22.028607969326444,67.23809236116503,24.475477894888986,92.12930144144521,47.04206501668295
v07.8m,116.43353644774146,56.980874690797584,44.452354608682455,24.525704873477085,67.12562347922493,20.053460706710815,93.00334508151052,33.541618230862085
v07.10m,115.89905929970553,66.29721966531541,37.04237283041518,22.83247179370456,62.013508124333825,17.798057419713334,97.91316653250972,44.10603547808329
v07.12m,116.72462416414166,51.71660636901856,36.21769561870651,21.108338452657062,62.33500248800684,14.66213253419664,98.84353927899191,31.791358621978762
v07.20m,118.17576594498487,62.15224964090983,25.101651166648786,16.88621299319797,68.43800299783278,14.76579687389798,102.78245152793984,23.051964158394604
EXTREME_SW,,,,,,,,
EXTREME_NE,,,,,,,,
