sonic,rmse_0-6h_vh,bias_0-6h_vh,rmse_6-12h_vh,bias_6-12h_vh,rmse_12-18h_vh,bias_12-18h_vh,rmse_18-24h_vh,bias_18-24h_vh
tse11.40m,2.614773798948108,2.252821242834912,1.237310229338994,-0.0573826033216847,0.8900366805727044,-0.3253123130209181,1.5864679505327186,1.2733841933288572
tse11.60m,2.7131343746108105,2.28266055025102,1.0486377369062885,-0.1239390873493353,1.201222572200792,-0.584676328174803,1.4480424047104865,1.117308787680308
tse12.10m,2.824182203459125,2.651574234869248,1.3732931024891426,1.1756409778315953,0.9527978407941556,0.8307742162305912,2.181963243417332,2.091536614795844
tse12.20m,2.3722658282199047,2.0548173789307143,0.9143340190517584,0.3419133612174457,0.6620189992391958,0.0813840614004664,1.736359101366006,1.5535880369282562
tse13.10m,2.782332349554347,2.3492361061986284,1.2748210375886608,0.7967867004283269,2.154364930709065,2.0044032376011214,1.552605581516043,1.4177973783621522
tse13.20m,2.717477077365845,2.3243938070045576,0.6112945538361305,-0.1319275153923034,0.8484404415942443,-0.0239083979617224,1.3766054609205929,1.1665081716362633
tse13.30m,2.804741256517776,2.389100812004672,0.6892146979663756,-0.2622203437508477,0.8174670008165585,-0.4425769018173217,1.307403973229139,1.0209841484747997
tse13.40m,2.837411488889583,2.414495429589483,0.7805010857772576,-0.3256570868857702,0.8424719240342435,-0.537214092613856,1.3021275237845649,1.0070055194846788
tse13.60m,2.8544331052004748,2.398604095089091,0.8987252282902752,-0.3760126963660451,0.9949111941253792,-0.5840126872316996,1.267611433120833,1.0019471087876954
tse13.80m,2.698578829792956,2.213483988285436,0.9541000106083104,-0.5583630036480162,1.059830204966892,-0.6841746639823914,1.2785110853788972,1.030012810930676
tse13.100m,2.559028342739584,2.0763709580349654,0.97354200763401,-0.6848948038060929,1.063627192053583,-0.708589135892656,1.2853114958787275,1.0373821496974096
rsw01.10m,1.8364170162357565,1.5756937204937138,1.1771443474538608,-0.3534356170460913,1.0276820170845458,0.8276227935006883,1.5053424667072703,1.3120827622164617
rsw01.20m,1.891656320544222,1.5892324590452511,1.2226518952052552,-0.5208217403769492,0.7817620342059955,0.4918593001365661,1.5107562876474336,1.3321794448041917
rsw02.10m,1.8910024308837992,1.6373198706385823,1.7959691372676148,1.515518275433911,3.550771192041798,3.4857573540173634,1.913342596604032,1.746414401781294
rsw02.20m,1.8300929345048933,1.5730778518647617,1.2315556651523327,-0.5336976861026551,0.7912045767818217,0.5024687722990246,1.5729627187984885,1.371329727461338
rsw03.10m,2.4621455839759925,2.0909908398876453,1.2060241496661568,-0.3585072253905402,0.8128587529792781,0.507111999422709,1.1040913981058806,0.91423568031417
rsw03.20m,2.129983069197189,1.820667213511414,1.207860232368392,-0.4629517382878727,0.663944885739844,0.3378288512198129,1.178489988205632,0.9240600685222944
rsw03.30m,2.0392216803662646,1.7270580500780208,1.2089025648994896,-0.5619427152318425,0.6336709329660083,0.3296055907048119,1.2057181410984554,0.9491965630165736
rsw03.40m,2.0583644421765865,1.6808606597314408,1.348268125584002,-0.7918630749937693,0.5939647382010773,0.2322163998783958,1.2345527712869002,0.9694416268751356
rsw03.60m,2.1153195823761424,1.6607899508137702,1.408879277694299,-0.9255741404420534,0.639597997634891,0.0949259538873036,1.2574054716738734,0.98424867451085
rsw04.10m,2.082516432237773,1.7276873575663565,1.4383208067538504,-0.6278521957423951,0.8633062387193327,0.3309798781161837,0.8101092422932287,0.5149013712888293
rsw05.10m,2.420232256502715,1.950995311451488,1.2128520422158178,-0.3376304711172316,1.3496519368971371,1.0252257378159626,1.3784108350469175,1.1417346254762013
rsw06.10m,2.425002152556352,1.9415188410660955,1.403643030173922,-0.6885658869205581,0.8006845009750991,0.4453657344987656,1.308489490815412,0.9621662127727932
rsw06.20m,2.4519199088449546,1.9390536568003227,1.3482532752115794,-0.6833680448336071,0.7951319932409974,0.3681706925021277,1.3554955578669206,0.962148474644555
rsw06.30m,2.352158456168904,1.8385958278604613,1.3721124534655535,-0.8020255498350991,0.7071244180726955,0.2692909363502925,1.3211626041486502,0.9087683625854386
rsw06.40m,2.2904690055800265,1.795675752537754,1.4315789328932835,-0.9570908127628962,0.6145319325592549,0.1485526447953117,1.2914852805800143,0.8823519344258308
rsw06.60m,2.307914668698348,1.8356324479337267,1.4583631908934709,-1.1202644916306603,0.5546886083200124,0.0039368635622659,1.2773301305875415,0.8783394501360257
rsw07.10m,2.707786832083471,2.291110306016273,1.4115795702603176,-0.673945453493595,0.7490929055163283,0.4721439884037441,1.433204202105731,1.1374192980268267
rsw07.20m,2.705134082138111,2.225497358504004,1.3707549388935063,-0.694226969487667,0.7368366662638048,0.5116126232910155,1.524889267092269,1.1927795595738622
rsw08.10m,2.336174940209869,1.9833997991943093,1.6396299424173086,-0.8895383673848045,0.8033129755311108,0.5020129717000323,1.5519477797939738,1.22002990973658
rsw08.20m,2.204940458719575,1.84389806145321,1.5095383202649242,-0.8430268319564396,0.7498278416117276,0.4520163922998639,1.6333567906457838,1.3095075076821117
rne01.10m,2.067521049463056,1.6882551621405284,0.876487577448909,0.2191646271191702,1.2572642457704106,0.971714329193963,1.8894574315540789,1.806763594083256
rne02.10m,2.329366708718548,1.940931790046692,1.5383636318194736,0.840152368645668,2.273620638276682,2.128629941695796,1.6471191602081996,1.5422830858368342
rne02.20m,2.465650422022288,2.0472292569380337,0.7776428555418965,-0.1859852339426677,0.8718463716840789,-0.1114572395377689,1.286707789443402,1.0114258611424762
rne03.10m,2.355714280705925,1.9470594857695367,0.7872361368943769,-0.1848856416855918,0.8824488058455934,0.1507194642628563,1.4021039068870136,1.1933924242130916
rnw04.10m,,,,,,,,
rne06.10m,2.50368544112088,2.102536361034685,0.6998889606045909,-0.2273844589047962,0.8398033892029886,0.4814948399538462,1.9211969793557129,1.73233132647766
rne06.20m,2.6129051485038626,2.1837844173687038,0.6294982138821803,-0.2710226231204138,0.6208318986828659,0.0775938742849561,1.772017196517551,1.5302470716909566
rne07.10m,2.188081559182052,1.8311741869971487,0.7328508909266535,-0.4391965853712294,0.7689583149264436,-0.1731806703186035,1.3242721501355346,1.0694307478809355
rne07.20m,,,,,,,,
v01.2m,0.47215771184723915,0.13125578639891414,0.5535018678596172,-0.1255543815414905,0.6270695529512125,0.45277090217055216,0.7792560903108677,0.5686047481394344
v01.10m,1.5900533207117835,1.2421674874212476,0.7244663513103436,0.41766176504172225,0.9119518517110792,0.7202555218159092,1.565437735818417,1.3227448896953793
v03.2m,0.9743505589050506,0.6573205011041098,0.4752116495769773,0.16186397406895955,0.8507034842657697,0.6300448702012698,0.5920963619683329,0.4899766731146441
v03.10m,1.7299685823014566,1.268934795077655,0.8128784722786019,0.4845758922245238,1.4215350162476994,0.9725871566870212,1.1824340100809365,1.0179131115356816
v04.2m,0.6057984223435544,0.4186825703093211,0.40669488671385645,0.2877370776109828,0.8571501644633048,0.6507885252199967,0.912346027124434,0.778729123127328
v04.10m,1.180127368651867,0.3575603229049444,0.5855472740145451,-0.33888504104465905,1.0784815065075517,0.7195717058113151,1.4453941317393255,1.2124906021163198
v05.2m,0.6460556153796945,0.46455824252788225,0.6073223622912771,0.4288208101423714,0.8109012965300075,0.6298650989758968,1.0160990438269586,0.8576961343291732
v05.10m,1.380222047930841,0.9134371111022234,0.7232890823804642,0.5161832199128469,1.1801540320134798,0.9688388235470455,1.7338509443061065,1.5068988027539254
v05.20m,1.7440203935412697,0.50208236425617,0.8746250281022612,-0.532623845114973,0.9653289596655862,0.4267175175768534,1.549296606294228,1.1947781656880379
v06.2m,0.933765413145825,0.7043857896798055,0.7961567720100486,0.6386718456739849,1.073277424467945,0.8579576241815753,1.1298994808557354,1.0169161084325047
v06.10m,1.5078770533504235,0.7085837884434594,0.7486953647688598,-0.09165241498125921,1.1685993694277397,0.6378185110145145,1.4263138263348416,1.145007053684632
v06.20m,1.9056346584500992,0.6258723704645367,0.9705640865842595,-0.4748023151422076,1.1638147943379087,0.4656766496623357,1.4736598497545828,1.1498189203304714
v07.2m,1.1319376270057744,0.9399714775665734,0.7996348568843917,0.6469449766558011,0.7972494966694731,0.596053239973386,0.8840723454133158,0.7631617803778914
