sonic,rmse_24h_vh,bias_24h_vh,rmse_24h_dir,bias_24h_dir,rmse_24h_tke,bias_24h_tke
tnw06.4m,1.0312778628230492,0.7676132451216695,71.71573660329223,-23.62294554988013,0.3178289084228552,0.1354688359769332
tnw06.6m,1.2708201665314065,0.9255547446282638,72.97582177475756,-15.613577992555562,0.3353942590240902,0.0979763026303748
tnw06.8m,1.3611107789146208,0.951844390107726,74.10855577956887,-9.37067053247286,0.3374011985024861,0.0681250772661207
tnw06.10m,1.4532632514424575,0.974120324824416,72.91305867155465,-5.908447946014138,0.3560067746821859,0.0216653028497042
tnw06.12m,1.4953879542286204,0.9805408631482968,73.41104742055083,-10.869409343688751,0.3703234414337682,-0.0016407980860782
tnw06.20m,1.6181870294173808,1.0171638501272418,72.23491315867618,-17.95767946504765,0.3680649514662867,-0.0143664213254466
tnw07.4m,1.279175825684928,1.0738502498124256,80.45066694542616,26.92463574583928,0.4410482389272891,0.2815818164632617
tnw07.6m,1.3706022921863086,1.089611475576515,81.61539336649139,28.55578085506757,0.4518606468695895,0.2508225204557637
tnw07.8m,1.3395758835534763,0.9591319969052076,82.68628918687757,25.594120208679303,0.4248457369987362,0.1874148882806048
tnw07.10m,1.327395595616217,0.8095354168942371,84.74887197890766,19.60724216183341,0.4083723347402833,0.1249979341319688
tnw07.12m,1.3324725812255842,0.7143648688355055,87.11720366915014,19.78395064013269,0.4040814291697648,0.0682095871271652
tnw07.20m,1.351405668187899,0.386366533337838,87.58129269245586,23.938061082167096,0.4024926301648669,0.035467219880595
tnw07.30m,1.352670560559024,0.2728569213362203,87.90839288682177,19.954211559263864,0.4073475622009674,0.006043797859619
tnw07.40m,1.342528758030335,0.2615394032822052,90.6797959463922,22.2944544500192,0.4248492443087808,-0.0241194016185658
tnw07.60m,1.4435629434358184,0.3622989371575347,88.15947892946166,12.831891133703127,0.450358962815591,-0.0277111095826187
tnw08.2m,0.8403358254305617,0.6250095807871305,78.96817408749399,20.21583071489467,0.3883001046782763,0.2215463152682577
tnw08.10m,1.4056179303947995,0.806100430592651,94.55817905439652,18.55789395138688,0.4529440833882555,0.0888631014852533
tnw08.20m,1.663877431526857,0.670389653624076,96.13664668260704,22.44431168159909,0.4508894801159175,0.0366028239344398
tnw09.2m,0.5317685360404923,0.1823518510999216,94.26111034692136,20.830386223933512,0.3542901999805222,0.1755094866844286
tnw09.10m,1.2540350910118825,0.6540110050970978,82.33200156566855,20.985634631865555,0.4475692044122005,0.0491318054580446
tnw10.10m,1.369800930058113,1.01880514181603,65.21503875584905,-3.98548625029524,0.3549046776284277,-0.0142421543401015
tnw10.20m,1.4013565027424189,0.7906199504535031,57.04468948532481,0.7198070050501172,0.4708718147633498,-0.1789698265493811
tnw10.30m,1.4495661484182012,0.7123437783494592,52.155762784021405,1.9192154346435608,0.4067661868462462,-0.1240764560370605
tnw10.40m,1.5399564103014869,0.7400772247493929,44.50904370653205,0.6567875906133638,0.3607280250005293,-0.0992882589677921
tnw10.60m,1.6441437119521345,0.6962231637695596,41.85499446976881,2.0870840898124388,0.343028565004085,-0.1010433389344926
tnw11.2m,1.7786211659451356,1.604483639228225,40.189903924008,-4.79328857746919,0.4813415477215895,0.3822957451957173
tnw11.10m,1.311948989099443,0.7959352856377198,34.61399986653002,-0.8886173888278005,0.2504240995385254,0.0141830760794769
tnw11.20m,1.4201473477552593,0.735132917798592,41.06316606913986,-2.9181046015645395,0.2479045028038214,-0.0507892945680444
tnw12.2m,1.4356518504988156,1.289592646605935,59.242524555322255,-9.17091406744798,0.3894217115725205,0.2845671824865295
tnw12.4m,1.3348511472574405,1.186341881486997,56.044966033246766,-3.912925681512952,0.2793425833601755,0.1599427544304916
tnw12.6m,1.3203540348332226,1.1313349066677525,49.12929034560701,-3.4579777983903868,0.2531249696739389,0.0720576423682494
tnw12.8m,1.2600807985714084,1.028978344127314,52.87998413662887,-1.7017203283842397,0.2454738555494922,0.0404822048558284
tnw12.10m,1.247996089851475,0.9826034133453202,50.27159322436235,-4.384712048257323,0.2460596309854567,0.016064900960788
tnw12.12m,1.2639374469338256,0.9485480449118978,49.92511400275132,-8.522226621872935,0.2432782383138286,-0.0012646543634524
tnw12.20m,1.4495963535737664,0.9457049653478296,46.31478563519468,-7.680272354350351,0.2401953503742487,-0.046405193218628
tnw12.30m,1.432470477532549,0.8519321095905005,43.45366022556501,-7.917681274770697,0.247501278079409,-0.0712043147573786
tnw13.2m,0.506370085265804,0.2424325909573942,82.14453548522216,-18.67237663453287,0.1778072291750293,0.1181017672619986
tnw13.4m,1.0788619143696283,0.7917229446024415,84.07981426947477,-14.614426241955227,0.3328964429026053,0.2241052877853994
tnw13.6m,1.3335134524580277,1.1089670224965211,82.16587412216849,-17.54632037494765,0.3335885267373183,0.2126221995832746
tnw13.8m,1.595160121338267,1.3853241987933178,77.7103804642724,-15.779137618871792,0.3420372450504227,0.2124775979813609
tnw13.10m,1.5360552372048328,1.3429377621169851,73.15091904170869,-11.911549484247631,0.3091818711333333,0.1722557526884953
tnw13.12m,1.444464604069518,1.2493771448185775,68.93258662402467,-2.83520016747206,0.2605280834647604,0.1129739677580833
tnw13.20m,1.049921178721146,0.7669229345495238,62.79723810165052,2.7127792750140287,0.2403108830369121,-0.016570289129324
tnw13.30m,0.9887908267331492,0.6575130466919045,62.58058145786086,-1.0910211750927157,0.2677759222004903,-0.0486626876264687
tnw14.2m,0.8348116136676091,0.4750032289757645,92.48153879930187,-3.28269133233123,0.3176524268812914,0.2234107620398388
tnw14.4m,0.9421381473635828,0.6989286204139191,87.33055083912433,-2.1144420508653163,0.3199485184074808,0.2212033823691143
tnw14.6m,1.2551048920717522,1.0187575676400464,87.05289994750075,0.7834879114617226,0.3438596650355255,0.228554323135372
tnw14.8m,1.3597538054794025,1.096241568032071,87.91446438840482,-2.3760549560406456,0.3321126190434729,0.2155341976825473
tnw14.10m,1.4268253396779005,1.1758084338008958,87.4951464431797,2.746177696389424,0.3029012764002902,0.1873652618270393
tnw14.12m,1.3659965827477794,1.1172696767100427,84.79394032686837,6.7492166533494,0.24714425519268,0.1307519241313678
tnw14.20m,1.0596490977447175,0.7935328037754242,77.40072008886432,6.492208936081199,0.2236184551699773,-0.027681657308088
tnw14.30m,0.9500062859728706,0.5703969293913211,77.04565493687865,3.6542669232565177,0.2560517924204313,-0.0570826560489706
tnw15.2m,0.8685816413296142,0.4666837002258416,89.84312498431328,1.678238222298093,0.33209971531689,0.2422680849458349
tnw15.4m,1.0029388004997672,0.6691894949984335,84.40071389902047,-3.761887884676191,0.304714996381151,0.2108017581073821
tnw15.6m,1.2164436732095742,0.9175380092158498,87.35923617065234,9.142165016388631,0.2750299474204653,0.1665953675551563
tnw15.8m,1.2789787541515998,0.9866697132636608,86.87296554892659,10.802037939706818,0.2455452577440016,0.1212954269755171
tnw15.10m,1.297480242295437,0.9882789016619952,88.08100344744416,6.187749548618395,0.2321837934832158,0.0882484809930525
tnw15.12m,1.270745848384254,0.9454375970380736,89.27591415411186,5.290360342940228,0.2224982428397501,0.0542756984131609
tnw15.20m,1.1681308437797648,0.8078293291836347,89.5598526247702,1.8293439893231145,0.2248255932235928,-0.0256934123984535
tnw15.30m,1.107487474353835,0.6803716396057009,83.32969115467913,9.348982942031697,0.2431577994038345,-0.0547272602480464
tnw16.2m,0.5896038342491041,0.2474840981219243,89.94524566776222,-10.411681571198338,0.2300107289693865,0.158722711680594
tnw16.4m,0.9356015038575765,0.5018210844672951,91.17502391398416,-8.626486015256244,0.2717063298416718,0.1751686694244499
tnw16.6m,1.161618966232108,0.7253204787742165,88.95283608429337,-11.88322086738268,0.2562337891743456,0.1360551610010379
tnw16.8m,1.2984460854806252,0.9002039570691982,88.82941791470638,-7.020193721365462,0.2441071945530412,0.0957410713197755
tnw16.10m,1.3991997232582407,1.0000652208643706,89.42659886852695,-3.319065053518745,0.2430415275260556,0.0651925118724064
tnw16.12m,1.4452116726160156,1.008717988203413,91.0637613260448,0.0129670692891568,0.2433157039894433,0.0327369547027343
tnw16.20m,1.4651628802592565,0.9240579855601928,89.61994416974916,7.813885936278768,0.2371685737363076,-0.0335666516654777
tnw16.30m,1.3633586825343402,0.7723194423227657,83.35120535678605,10.208772327435945,0.249386264203978,-0.054007571410109
tse01.10m,1.6340096706586542,1.1866153498339542,96.01871004793584,4.9788305847178576,0.4543340299053343,0.1891301852267988
tse01.30m,1.7851429409722095,1.0484288454790678,86.33136720270356,4.472476393806688,0.4915506487680797,-0.0250435044180946
tse02.10m,1.6021784841099955,1.3769522883950966,65.47712088514722,-2.762961168384716,0.4550521336494454,0.1324082070078027
tse02.30m,1.5593330973818216,0.8968475043053197,72.35360337233438,20.58877215389042,0.584479711134695,-0.2580042975790377
tse04.10m,1.4193091471274464,0.5428912922526465,44.22663691024282,0.6792867970599066,0.3122886065939024,-0.0320235220679815
tse04.20m,1.4398723665763908,0.4939216440008744,39.19502499442837,4.832256134785547,0.3184658647001586,-0.0647450250805811
tse04.30m,1.4462729384712103,0.5042697818427482,42.98582493313575,6.156668308303752,0.304732845042573,-0.070465689284292
tse04.40m,1.4836570024089064,0.4735623574026424,42.36680612100841,5.355677631195917,0.3045526401238669,-0.0748153412983694
tse04.60m,1.516326330404379,0.3987792119208307,40.26382511971554,4.567379127767749,0.3022049855898944,-0.0713990177994197
tse04.80m,1.5250770402715386,0.3869541432889965,38.553172323402045,-1.5756998177850885,0.2824329360964004,-0.0675469382907967
tse04.100m,1.5090610372433282,0.4090955170494715,37.70723008922586,-4.021938036732538,0.2774023106036478,-0.0555837998776932
tse05.2m,,,,,,
tse06.10m,1.6449931408195602,1.166999807130345,72.32504976327908,-6.628466938773656,0.3054263262583752,0.0097616967603681
tse06.20m,1.6409007721154414,1.109086760355567,67.62221308543448,-8.48682289904144,0.3065425717862018,-0.0236205960885687
tse06.30m,1.6618022647520658,1.0975545427427804,65.11594693587539,-7.986480960373217,0.3004821633331809,-0.0580141304241591
tse06.40m,1.6868357930656253,1.0992023457687845,58.06807423307082,-8.429845258715615,0.2871592707608105,-0.0476590737563662
tse06.60m,1.819109035458878,1.113676389181523,53.99401817525968,-4.661404221004115,0.2706408993670352,-0.0672883877490583
tse07.10m,1.7327602192980789,1.3693135297993784,83.52037810740188,12.996214524676114,0.3133012982578306,0.1658254171345163
tse07.20m,1.921884697343728,1.386792713294034,82.14106151196584,-7.745272050704067,0.2743960104271556,0.0458502412182368
tse08.10m,1.632138379989461,1.0365048441062834,85.7103129920071,5.139156132691171,0.3548873966846551,0.1478347735183361
tse08.20m,1.7511990569649227,1.0233778137902634,84.64424973348781,1.7205265925992217,0.3214904834960406,0.0343478688703484
tse09.10m,1.2975800505581367,0.8051426440899537,104.79106442766115,31.680747700929643,0.417427961704287,0.2107029279702955
tse09.20m,1.2498785874366034,0.5246166595615678,102.77603541214523,16.244689975588056,0.3673673125697481,0.0423757895827251
tse09.30m,1.3168303432929078,0.5414555444462498,100.37316402720276,16.65881155117843,0.3775027936653861,0.0265477876345958
tse09.40m,1.3936560272278693,0.5109545234773093,103.86448024320028,15.684083253110783,0.3870127249132322,0.0232188676072845
tse09.60m,1.538073109292896,0.6383431109004947,95.12574472581238,13.329205730833085,0.3861546447059695,0.0448611794086558
tse09.80m,1.7140648879290468,0.8171691595855635,85.39217020904144,-4.588517480300663,0.4107464084018535,0.0280299814249223
tse09.100m,1.7624747859395695,0.7937101385042633,71.3758018907262,-4.323349214523699,0.4406818295708579,0.018133515412224
tse10.10m,1.5875109773652367,1.3519565361967534,83.58118573733762,4.557758633742735,0.5579169372754689,0.3195648136769785
tse10.30m,1.5060450525804725,0.91037123339302,108.1201730542428,-1.058333089016279,0.4455891771454116,0.0325223509050132
tse11.10m,1.7288240885268884,1.4282468624202145,91.03199288293575,2.801159567390049,0.4209913640187551,0.1568958443332676
tse11.20m,1.6670333276115874,1.1971455379550229,101.60594230654787,16.937384993258444,0.4167673834620077,0.0067623546985539
tse11.30m,1.6681526490566627,0.9556793240974876,103.90942793435454,21.75750317760176,0.4701310410919485,-0.0723794666883874
tse11.40m,1.7085830733479714,0.7858776299552916,95.29976527042363,13.474979152201543,0.4945879653344145,-0.0889286972708164
tse11.60m,1.732087015118117,0.6728384806017974,77.54819722170255,3.422550962195132,0.4891968100961913,-0.0807192910800901
tse12.10m,1.9704521298883275,1.6873815109318198,76.43351736322523,-6.291618650114536,0.4487366340272806,0.2611548461253604
tse12.20m,1.5745526303037192,1.007925709619221,76.6730800534844,-7.124854818885059,0.4232605712526944,-0.0663401218133945
tse13.10m,2.0259821277394754,1.6420558556475573,46.52173267284154,-2.4237427243738945,0.2485010209942194,-0.0541494532159047
tse13.20m,1.6103770114112692,0.8337665163216987,42.0505769780984,-1.0371108329320284,0.2549205382807326,-0.0790665164817964
tse13.30m,1.6370054873568043,0.6763219287278255,40.06300484485288,-3.9752792076834034,0.2713611995047096,-0.0800831352347294
tse13.40m,1.6632333670568722,0.6396574423936339,37.75253036488846,-1.2697598229412237,0.2725024260662556,-0.0779171519564097
tse13.60m,1.6994250805496305,0.6101314550697604,42.64977584796219,1.0561870277290066,0.2857470134605467,-0.0833570052497549
tse13.80m,1.6545743553589836,0.5002397828964259,47.283910968255455,-0.5486518554547091,0.2775624529153447,-0.0845486768176029
tse13.100m,1.6031015676405505,0.4300672920084065,45.58496935139992,-0.3413143750178117,0.2723034264386153,-0.0832290310508888
rsw01.10m,1.4212918896706357,0.8404909147911931,37.96126391804351,6.498652242315248,0.2793729828365313,0.0084907186440417
rsw01.20m,1.4112740459152555,0.7231123659022649,31.40729758401925,5.57731689032557,0.2668765514921495,-0.0395089101324748
rsw02.10m,2.4015750709607024,2.096252475467788,33.03030002702907,-0.9515838440058624,0.4725172992632694,-0.0747265533585697
rsw02.20m,1.4112216252545144,0.7282946663806174,32.64822925877652,1.244238021678132,0.2668049408745577,-0.0467551330805664
rsw03.10m,1.5326783985834147,0.788457823558496,33.06573555229592,0.2424090272908764,0.2440168275402237,-0.016693429270706
rsw03.20m,1.3986972223827348,0.6549010987414122,40.14832909177704,3.4141713778438176,0.2466101437737415,-0.0504904199891876
rsw03.30m,1.367037450123103,0.610979372141891,50.13967433913975,8.159662967832421,0.245845842929251,-0.0598315354952173
rsw03.40m,1.4081553332819117,0.5226639028728007,52.52823143200934,2.1831931512479,0.2577396430809993,-0.0711146210256589
rsw03.60m,1.4534159653618046,0.4535976096924676,51.8243334107182,-0.4603131700579976,0.2637160373854841,-0.069972015233659
rsw04.10m,1.3970697978216784,0.4864291028072436,55.36232985179979,15.488399684741497,0.2688863502858412,-0.0036811099285361
rsw05.10m,1.662085364283995,0.9450813009066052,35.48467159750444,8.260225044094852,0.2840560927519461,-0.0440142984386879
rsw06.10m,1.5971920371181805,0.6651212253542741,33.69400632576296,4.419252124566369,0.2648302319572836,-0.0394381902528057
rsw06.20m,1.6046262203065669,0.6465011947783496,39.20327194702405,4.104566047067709,0.2854523905921631,-0.0992752429490183
rsw06.30m,1.5540943952281046,0.5536573942402734,43.18686153582012,2.2689911421759947,0.2929335858510367,-0.1133988706118847
rsw06.40m,1.5281729477317414,0.467372379749,42.96134833224627,0.5369230592440222,0.2918039819307247,-0.1240753281231191
rsw06.60m,1.5323629652641677,0.3994110675003395,42.747325993646456,0.844990887750585,0.2680311084337265,-0.1127921158819846
rsw07.10m,1.727706635775397,0.8066820347383122,39.09641256216145,7.881637362251811,0.2872844250683157,-0.0604551529170468
rsw07.20m,1.7367307688938214,0.8089156429703035,45.085230093821295,4.78874194323891,0.2695804195647976,-0.0747131533537028
rsw08.10m,1.6733165680169475,0.7039760783115293,43.54881348864744,1.1941736677588357,0.2782361735048597,-0.0797907511504792
rsw08.20m,1.6101680474760651,0.6905987823696864,46.5572191764194,2.153880962416663,0.2521008396176824,-0.0896211706858294
rne01.10m,1.5963737448309725,1.1714744281342295,38.85276684731514,-1.3084567962367653,0.2524993798373321,-0.011433428822307
rne02.10m,1.9795747183494807,1.6129992965562476,35.43743728393944,-4.11397640049502,0.2560140271731281,0.0103385733176297
rne02.20m,1.5083014822663157,0.6903031611500183,36.63992080086181,0.7302314072620848,0.2642911997195772,-0.036779987608519
rne03.10m,1.492794507643329,0.7765714331399732,45.42365976622718,-1.2699567858903107,0.2095896657246119,0.023307490711032
rne04.10m,,,,,,
rne06.10m,1.6699216232550538,1.0222445171403487,38.94395798328374,-3.1418023237288324,0.2454284475967277,0.0194243799463243
rne06.20m,1.6392847912683557,0.8801506850560504,39.771129249567366,-2.6701553141675376,0.2463024676182228,-0.0386272468952861
rne07.10m,1.3847170248541447,0.5720569197970629,34.47110066379249,-0.3243286335041114,0.2792574918345602,-0.012226829586638
rne07.20m,,,,,,
v01.2m,0.6184160211997095,0.25676926379185255,91.19902618103474,20.394670286409056,0.29621379862284597,0.17365900858627656
v01.10m,1.2585082976932502,0.9257074159935647,97.08224266590913,28.649840172743804,0.40383756349781375,0.20833098843047715
v03.2m,0.7499099351806042,0.4848015046222458,109.57983396618381,18.70267989528047,0.33228347185498874,0.20624328962554347
v03.10m,1.3297062360779672,0.9360027388812204,107.93012346280929,25.424055677376458,0.3961262746943892,0.1642859349103043
v04.2m,0.7244781116504392,0.5339843240669071,98.19905489082772,42.427818069043425,0.38348455011291976,0.25272546606849466
v04.10m,1.1166750615434557,0.48768439744698006,91.34590622668789,21.982083221619398,0.45693032699158087,0.14630239555187258
v05.2m,0.7868046913756297,0.5952350714938309,80.56456019915377,21.591758270265466,0.38576987749462505,0.2668729209752968
v05.10m,1.3064419844212398,0.9763394893290103,84.166369671397,24.440473407951988,0.4744031909557655,0.23685098354122652
v05.20m,1.3359225321397366,0.3977385506015221,91.31375337955751,30.148226408201587,0.44657690559567254,0.09387188198125683
v06.2m,0.9917636713344894,0.8044828419919676,79.39058442702544,-6.743649364014548,0.36623029612030267,0.2655882360917542
v06.10m,1.2484223618899954,0.5999392345403366,87.83774483231024,32.20921529448827,0.35286953660776466,0.10421673156801216
v06.20m,1.422987730617507,0.44164140632878407,86.2746719259303,29.62450258625149,0.36631483394459513,0.04418400670484392
v07.2m,0.9134945768367094,0.7365328686434129,84.15609031500715,36.63777091051737,0.4085134939482713,0.2596668261264632
v07.4m,1.0536847327804193,0.8097039791213987,82.09970766336035,35.937811419487,0.42270823637034377,0.21906494034370688
v07.6m,1.1886236614739238,0.8933058515737221,84.33780851227004,36.975877039241794,0.45320435997333086,0.20309599194230418
v07.8m,1.2158649217659092,0.887659339048028,84.68803304453468,33.7754146254619,0.4399305117616318,0.20014874304103264
v07.10m,1.2165251703464275,0.7976201534846624,84.01992725207208,37.75844608920415,0.4330821548557429,0.15472451507033014
v07.12m,1.2151913133878258,0.7193088035138713,84.54593005367974,29.819608994462754,0.42626629918100406,0.11556709944695005
v07.20m,1.2392688242895338,0.438418713431855,86.37649730163965,29.214055916600095,0.40211031356840005,0.06238899547794687
Extreme_SW,,,,,,
Extreme_NE,,,,,,
