,basetime,time,u,v,w,vh,dir,uu,vv,ww,uv,uw,vw,tke,ti,tih
2017-05-14 00:02:30,1494720000,150,0.6094086766242981,0.05533173680305481,-0.31985175609588623,0.6436659097671509,264.81201171875,0.03003440797328949,0.038658611476421356,0.036949608474969864,0.0023505582939833403,-0.012865952216088772,-0.019055906683206558,0.052821313962340355,0.2717788060900235,0.24728868585243022
2017-05-14 00:07:30,1494720000,450,0.44821202754974365,0.08373095095157623,-0.22989553213119507,0.4952998757362366,259.4184875488281,0.04552682861685753,0.03594425320625305,0.029397722333669662,0.015608537010848522,-0.028807474300265312,-0.013495485298335552,0.05543440207839012,0.37646637452215764,0.36141715105541505
2017-05-14 00:12:30,1494720000,750,0.3307625353336334,0.08466549962759018,-0.14383304119110107,0.3659168481826782,255.64224243164062,0.013184016570448875,0.018021710216999054,0.008321383967995644,0.00469960505142808,-0.005948078352957964,-0.0036515749525278807,0.019763555377721786,0.3098238447060094,0.29871649888396623
2017-05-14 00:17:30,1494720000,1050,0.3242610991001129,0.19035543501377106,-0.19614440202713013,0.39438098669052124,239.585205078125,0.008363003842532635,0.01073396485298872,0.005909860599786043,-0.002721852622926235,-0.004082904197275639,-0.0007229115581139922,0.012503414647653699,0.21528300629144356,0.21219097472681836
2017-05-14 00:22:30,1494720000,1350,0.42081791162490845,-0.2347777783870697,-0.09920090436935425,0.4899422526359558,299.1575012207031,0.008767040446400642,0.011657013557851315,0.010476932860910892,-0.003830860136076808,-0.0018509721849113703,-0.0009603852522559464,0.015450493432581425,0.206287910041536,0.17122668927593349
2017-05-14 00:27:30,1494720000,1650,0.46497437357902527,-0.3197406232357025,-0.015111229382455349,0.5779435634613037,304.5144348144531,0.013410513289272785,0.024168260395526886,0.024680905044078827,-0.005835272371768951,-0.004725025966763496,-0.0061866240575909615,0.03112983936443925,0.2551976039536779,0.1983353453107682
2017-05-14 00:32:30,1494720000,1950,0.38156160712242126,-0.1949174702167511,-0.07441534101963043,0.472699910402298,297.059814453125,0.04550457000732422,0.06748318672180176,0.01947646774351597,-0.038278695195913315,0.0009313960326835513,-0.011794716119766235,0.06623211223632097,0.4831925854551981,0.4529392143046559
2017-05-14 00:37:30,1494720000,2250,-0.3626379072666168,0.43346458673477173,-0.05993766337633133,0.6296136379241943,140.0840301513672,0.10605835169553757,0.05685434490442276,0.019523687660694122,-0.03861118108034134,-0.015853991732001305,-0.00782350916415453,0.09121819213032722,0.4339106855291748,0.41233564415027074
2017-05-14 00:42:30,1494720000,2550,-0.3533841669559479,0.394538551568985,-0.10213381797075272,0.5536854267120361,138.14952087402344,0.025047753006219864,0.02619175612926483,0.02278609201312065,-0.00017450608720537275,-0.003299722680822015,-0.006693525705486536,0.03701280057430267,0.29120878988353827,0.246742325230245
2017-05-14 00:47:30,1494720000,2850,-0.4436683654785156,0.48555612564086914,-0.04684262350201607,0.6856169104576111,137.58103942871094,0.042509354650974274,0.03598223254084587,0.026337159797549248,-0.001290593878366053,-0.002668447559699416,-0.011849867179989815,0.052414373494684696,0.2834878838885498,0.24592601548020238
2017-05-14 00:52:30,1494720000,3150,-0.39986878633499146,0.47146889567375183,-0.08882737904787064,0.640979528427124,139.6975860595703,0.032322101294994354,0.051068805158138275,0.024888258427381516,-0.009759124368429184,-0.002947326982393861,-0.01509024016559124,0.05413958244025707,0.30418760241206294,0.2696906547499606
2017-05-14 00:57:30,1494720000,3450,-0.22171010076999664,0.1076274886727333,0.02718956768512726,0.28531283140182495,115.89390563964844,0.02876136638224125,0.014212259091436863,0.01613512448966503,0.004143819212913513,-0.00801363866776228,-0.004779507406055927,0.02955437498167157,0.566114492172301,0.48563098659715026
2017-05-14 01:02:30,1494720000,3750,-0.3409879803657532,0.2640826106071472,-0.021163567900657654,0.46316030621528625,127.75646209716797,0.02284754253923893,0.027391469106078148,0.015459663234651089,0.0004209966864436865,0.0014986247988417745,-0.00320190517231822,0.03284933743998408,0.3427081714231035,0.30004675575005446
2017-05-14 01:07:30,1494720000,4050,-0.32897284626960754,0.5435288548469543,-0.11575770378112793,0.6728019714355469,148.81541442871094,0.03341975063085556,0.05132811889052391,0.022588102146983147,0.013230396434664726,-0.0054763490334153175,-0.019362717866897583,0.05366798583418131,0.292900240663596,0.2645471196981444
2017-05-14 01:12:30,1494720000,4350,-0.2460791915655136,0.32881224155426025,-0.09312652796506882,0.4616597294807434,143.1892547607422,0.03141354024410248,0.04820205271244049,0.0330805741250515,0.004008142277598381,-1.1564997294044588e-05,-0.018471624702215195,0.056348083540797234,0.46024010502730545,0.39665812240979903
2017-05-14 01:17:30,1494720000,4650,-0.13739445805549622,0.2260839343070984,-0.034121304750442505,0.3590225577354431,148.7123565673828,0.04915492609143257,0.038309723138809204,0.03490351513028145,0.006831058766692877,-0.004081237595528364,-0.011957593262195587,0.06118408218026161,0.7571283757306854,0.6454074685443764
2017-05-14 01:22:30,1494720000,4950,0.06956048309803009,0.01949971169233322,-0.0028587651904672384,0.2830817997455597,254.34036254882812,0.05021828040480614,0.0350724495947361,0.008647805079817772,-0.006025669164955616,-0.0003229648864362389,-0.005635225214064121,0.046969267539680004,2.4475525149951864,2.333999823286134
2017-05-14 01:27:30,1494720000,5250,-0.18900200724601746,0.06965582072734833,0.0329551063477993,0.24833378195762634,110.23113250732422,0.03654881939291954,0.012137078680098057,0.017381327226758003,0.0026619029231369495,0.004419553559273481,0.0006924053886905313,0.0330336126498878,0.7270665674989049,0.6324390837304572
