,basetime,time,u,v,w,vh,dir,uu,vv,ww,uv,uw,vw,tke,ti,tih
2017-05-14 00:02:30,1494720000,150,-0.512446403503418,0.7532364130020142,-0.015302510932087898,0.9154542684555054,145.7715301513672,0.017304126173257828,0.01689392514526844,0.004564929753541946,-0.009604547172784805,0.002136996015906334,-0.0015599830076098442,0.019381490536034107,0.12475456370652677,0.11719519184957668
2017-05-14 00:07:30,1494720000,450,-0.6864504218101501,0.866688072681427,0.04331308975815773,1.1105841398239136,141.61941528320312,0.011907690204679966,0.0145341781899333,0.007483050227165222,-0.0018158175516873598,-0.0005021521355956793,-0.003028417471796274,0.016962459310889244,0.09610938039706189,0.08491520289008114
2017-05-14 00:12:30,1494720000,750,-0.8431782722473145,0.71591717004776,0.04216111823916435,1.1163475513458252,130.33358764648438,0.007703443057835102,0.030663395300507545,0.005507870577275753,0.0019340288126841187,-0.000979956821538508,-0.004684522282332182,0.0219373544678092,0.10925254488966622,0.10223926071186797
2017-05-14 00:17:30,1494720000,1050,-0.9431670308113098,0.5443555116653442,0.042418964207172394,1.1002367734909058,119.99169921875,0.011119547300040722,0.026783030480146408,0.006579606328159571,0.003253636881709099,-0.0017089658649638295,-0.001401988323777914,0.02224109205417335,0.11173302160559938,0.10321720569411633
2017-05-14 00:22:30,1494720000,1350,-0.7708232402801514,0.5195155739784241,0.03745713829994202,0.9366346597671509,123.9789810180664,0.006633152719587088,0.011169444769620895,0.005084577947854996,0.0036714274901896715,0.00020684173796325922,-0.0005572679219767451,0.01144358771853149,0.09388797678918578,0.08287201093126764
2017-05-14 00:27:30,1494720000,1650,-0.5933903455734253,0.8206190466880798,0.02030176669359207,1.0232489109039307,144.1292724609375,0.024356989189982414,0.016774890944361687,0.00685177743434906,-0.0003810574417002499,-0.0013030779082328081,-0.002740890020504594,0.02399182878434658,0.12486050596369848,0.1156258533736021
2017-05-14 00:32:30,1494720000,1950,-0.741475522518158,0.9919247031211853,0.0379021055996418,1.2551060914993286,143.22145080566406,0.0379197858273983,0.029086953029036522,0.008760296739637852,0.007809347938746214,-0.003174359677359462,-0.0052727446891367435,0.03788351779803634,0.12826434022346953,0.12067806126373945
2017-05-14 00:37:30,1494720000,2250,-0.7148748636245728,0.4960346817970276,-0.01163268368691206,0.9007797837257385,124.755859375,0.04147396981716156,0.02958625741302967,0.009427165612578392,0.019101902842521667,0.0013279345585033298,-0.0036103385500609875,0.04024369642138481,0.188230017201475,0.1768793184619056
2017-05-14 00:42:30,1494720000,2550,-0.8629163503646851,0.6758210062980652,0.06305526942014694,1.1250979900360107,128.0674285888672,0.06189357489347458,0.0308355912566185,0.01064261607825756,0.015233062207698822,-0.009492387063801289,1.6436048099421896e-05,0.05168589111417532,0.16907778821314795,0.16040252782496994
2017-05-14 00:47:30,1494720000,2850,-0.506569504737854,0.9100794792175293,0.004505773074924946,1.0546187162399292,150.8987579345703,0.027431722730398178,0.02272416278719902,0.005874515511095524,0.0015064770122990012,0.0010434695286676288,0.0021562876645475626,0.02801520051434636,0.13120816515166334,0.12414064904315665
2017-05-14 00:52:30,1494720000,3150,-0.5907729864120483,0.7824413776397705,0.031953152269124985,0.9900435209274292,142.94580078125,0.008758875541388988,0.049553681164979935,0.0044025457464158535,-0.007478728424757719,0.000502921175211668,-0.0019076407188549638,0.03135755122639239,0.14739470394792195,0.14220254910250188
2017-05-14 00:57:30,1494720000,3450,-0.44828879833221436,0.6575267314910889,0.007435149513185024,0.8069812655448914,145.714599609375,0.009877096861600876,0.01678377203643322,0.002495545195415616,0.0059455083683133125,0.00020057326764799654,0.001675006584264338,0.014578207046724856,0.12387431683574428,0.11845961620870744
2017-05-14 01:02:30,1494720000,3750,-0.5259410738945007,0.7044945955276489,0.01839233934879303,0.8989562392234802,143.2567901611328,0.010667121969163418,0.049815449863672256,0.0043148137629032135,0.010102207772433758,0.0006931067910045385,0.0007686545723117888,0.032398692797869444,0.16712982499388346,0.1615047713242763
2017-05-14 01:07:30,1494720000,4050,-0.6374164819717407,0.7007012963294983,0.06132720038294792,0.963438093662262,137.7077178955078,0.017351260408759117,0.02750845067203045,0.007626703474670649,0.010411636903882027,0.003481515683233738,0.0006664510001428425,0.026243207277730107,0.13934456760878752,0.12909312439202342
2017-05-14 01:12:30,1494720000,4350,-0.616316020488739,0.6470611691474915,0.010569782927632332,0.9005269408226013,136.39405822753906,0.005823762156069279,0.011266895569860935,0.0020909588783979416,0.0033553424291312695,-0.00027163358754478395,0.0008993869414553046,0.009590808302164078,0.08947567880317928,0.08446410126041959
2017-05-14 01:17:30,1494720000,4650,-0.6951296329498291,0.5602189898490906,0.0023540379479527473,0.905011773109436,128.8660430908203,0.009031685069203377,0.019828660413622856,0.003840848570689559,0.006931057665497065,-9.346419392386451e-05,-0.0021037699189037085,0.016350597026757896,0.11694367638641107,0.10986192637038548
2017-05-14 01:22:30,1494720000,4950,-0.3165702521800995,0.6415312886238098,0.009872443974018097,0.723813533782959,153.73548889160156,0.015812182798981667,0.008473025634884834,0.0045652203261852264,-0.0028230277821421623,-0.0019337210105732083,0.0008586975163780153,0.014425214380025864,0.13706699040404452,0.12576766826498678
2017-05-14 01:27:30,1494720000,5250,-0.5111377239227295,0.3311299979686737,0.012855158187448978,0.6128022074699402,122.93634796142578,0.002858703024685383,0.0058621931821107864,0.0015344280982390046,-0.0002658719604369253,4.857886233367026e-05,-0.0008703283965587616,0.005127662152517587,0.09598066366047577,0.08852915817219446
2017-05-14 01:32:30,1494720000,5550,-0.30083516240119934,0.2976957857608795,-0.013258383609354496,0.432669073343277,134.69947814941406,0.00866375956684351,0.019867608323693275,0.0014163512969389558,-0.006356501020491123,-0.0009519419982098043,-0.0015562038170173764,0.01497385959373787,0.2359558055288443,0.23042154380692867
2017-05-14 01:37:30,1494720000,5850,-0.3038110136985779,0.02960645593702793,0.018251845613121986,0.3142549395561218,95.56591033935547,0.012772762216627598,0.006157458294183016,0.0019309157505631447,-0.005018926225602627,-0.0008681478793732822,-0.00022209067537914962,0.01043056813068688,0.2726951768690582,0.26023234544557966
2017-05-14 01:42:30,1494720000,6150,-0.34278762340545654,0.12104213982820511,0.022335167974233627,0.4011112153530121,109.44869232177734,0.037427447736263275,0.022360607981681824,0.003142991103231907,0.0023706620559096336,-0.00391051173210144,-0.0043055093847215176,0.0314655234105885,0.39766066524624655,0.3883340933710437
2017-05-14 01:47:30,1494720000,6450,-0.17235031723976135,0.006084509193897247,-0.004552709404379129,0.21132181584835052,92.02188110351562,0.0159977525472641,0.011078470386564732,0.0034798982087522745,-0.001753521617501974,-0.0020640960428863764,-0.0031229883898049593,0.015278060571290553,0.5849983667502389,0.5508722066571823
2017-05-14 01:52:30,1494720000,6750,-0.22539925575256348,0.005309294443577528,0.0254661962389946,0.2388758510351181,91.34935760498047,0.0018505698535591364,0.006157602183520794,0.001710017560981214,-0.00024240362108685076,-5.527374742086977e-05,0.0007141648093238473,0.004859094799030572,0.25084548618399205,0.229157008042005
2017-05-14 01:57:30,1494720000,7050,0.08266868442296982,0.002786812372505665,0.02395773120224476,0.19819845259189606,268.0692443847656,0.02083551697432995,0.019834212958812714,0.002235450316220522,0.010685081593692303,-0.0011343794176355004,0.0017511643236503005,0.021452590124681592,1.388717001223146,1.4076262697659483
2017-05-14 02:02:30,1494720000,7350,-0.24832387268543243,0.07574852555990219,0.0059998841024935246,0.31029805541038513,106.96376037597656,0.011586736887693405,0.028425555676221848,0.004277610685676336,-0.002304475288838148,0.0012000752612948418,-0.004984874743968248,0.022144951624795794,0.46788327233581645,0.44483383634538376
