,basetime,time,u,v,w,vh,dir,uu,vv,ww,uv,uw,vw,tke,ti,tih
2017-05-14 00:02:30,1494720000,150,0.9029739499092102,1.0124907493591309,-0.004467464983463287,1.3736152648925781,221.72767639160156,0.0564269945025444,0.044891081750392914,0.02629108540713787,0.006384826730936766,-0.009312933310866356,-0.00759762292727828,0.0638045808300376,0.1520232795265362,0.1354612228046743
2017-05-14 00:07:30,1494720000,450,0.7887372970581055,0.8193674087524414,0.010856922715902328,1.1530874967575073,223.90879821777344,0.033126574009656906,0.0748198926448822,0.022983882576227188,0.016032230108976364,0.0016286572208628058,0.00036589588853530586,0.06546517461538315,0.18367990931193648,0.16678826707654712
2017-05-14 00:12:30,1494720000,750,0.6828428506851196,0.9669965505599976,0.011563189327716827,1.200197458267212,215.22775268554688,0.02378997392952442,0.04870630428195,0.011737572960555553,-0.0057166446931660175,0.0034438238944858313,-0.008779731579124928,0.042116925586014986,0.1415427529979884,0.13131758377846436
2017-05-14 00:17:30,1494720000,1050,0.7868916392326355,1.3877668380737305,-0.09267754852771759,1.6028599739074707,209.55410766601562,0.022471224889159203,0.0549045205116272,0.012077094987034798,0.009988229721784592,0.0028174198232591152,-0.006498357746750116,0.0447264201939106,0.1080569812157144,0.1006676140619331
2017-05-14 00:22:30,1494720000,1350,0.8834812045097351,1.3290379047393799,-0.12112859636545181,1.6180758476257324,213.61407470703125,0.07861002534627914,0.07600922137498856,0.014933803118765354,0.014451583847403526,0.009424126707017422,-0.002485932782292366,0.08477652492001653,0.14853900442054563,0.14225477080224377
2017-05-14 00:27:30,1494720000,1650,0.7139930129051208,1.4509692192077637,-0.15761767327785492,1.646142840385437,206.2008819580078,0.14258815348148346,0.08925755321979523,0.04285789281129837,0.04806878790259361,0.0007440016488544643,-0.02926754206418991,0.13735179975628853,0.1862406312109871,0.1719075466931578
2017-05-14 00:32:30,1494720000,1950,0.5410968065261841,1.4055875539779663,-0.1724146008491516,1.5337852239608765,201.05477905273438,0.06600441783666611,0.055192943662405014,0.03582412376999855,-0.02615462988615036,0.017511367797851562,-0.01913054846227169,0.07851074263453484,0.1509127905777556,0.13345049495785946
2017-05-14 00:37:30,1494720000,2250,0.2525150775909424,1.5261300802230835,-0.3043667674064636,1.5636122226715088,189.3950958251953,0.04812464118003845,0.07023577392101288,0.032177601009607315,-0.0064208051189780235,-0.0036976418923586607,-0.01052153017371893,0.07526900805532932,0.14208809070692763,0.12840622104944183
2017-05-14 00:42:30,1494720000,2550,-0.04223987087607384,1.2173810005187988,-0.2674916386604309,1.26033616065979,178.01278686523438,0.09665919095277786,0.1221868097782135,0.059106893837451935,0.023358434438705444,-0.00806842464953661,-0.0432189479470253,0.13897644728422165,0.24406784111096955,0.22172818043619244
2017-05-14 00:47:30,1494720000,2850,0.4220769703388214,1.38862144947052,-0.24067382514476776,1.4794620275497437,196.9068603515625,0.08483017235994339,0.06598419696092606,0.03636997938156128,0.007740475237369537,0.00227212137542665,-0.018037034198641777,0.09359217435121536,0.16978962781955304,0.15448574220733433
2017-05-14 00:52:30,1494720000,3150,0.4355470538139343,0.9787123203277588,-0.13563618063926697,1.1084352731704712,203.99005126953125,0.07307402044534683,0.08451790362596512,0.043917216360569,-0.002413020469248295,0.010411291383206844,-0.037310630083084106,0.10075457021594048,0.24001694418336242,0.21395135804744875
2017-05-14 00:57:30,1494720000,3450,0.5086346864700317,1.1445248126983643,-0.1798216998577118,1.2722100019454956,203.960693359375,0.04681435227394104,0.06491120904684067,0.026861760765314102,0.005490731447935104,0.0017245132476091385,-0.019371723756194115,0.0692936610430479,0.16986655584786237,0.15408243453379983
2017-05-14 01:02:30,1494720000,3750,0.1401480883359909,1.159546971321106,-0.22212140262126923,1.2151821851730347,186.8916015625,0.11240475624799728,0.07724355906248093,0.024019168689846992,-0.018350079655647278,0.016773030161857605,-0.014121584594249725,0.1068337420001626,0.22446895942885817,0.2152664408846603
